Study	Disease	Title	Publication	Patient count	Sample count	Accession
SLE_Gao_2022	Systemic Lupus Erythematosus	IL-4-Induced Quiescence of Resting Naive B Cells Is Disrupted in Systemic Lupus Erythematosus	Gao et.al., The Journal of Immunology, 2022 	6	8	GSE136035
